match_id,radiant_pick,dire_pick,radiant_pick_order,dire_pick_order,radiant_win
7079577903,"['Ancient Apparition', 'Techies', 'Brewmaster', 'Juggernaut', 'Templar Assassin']","['Gyrocopter', 'Lion', 'Legion Commander', 'Riki', 'Queen of Pain']","[1, 3, 5, 7, 8]","[0, 2, 4, 6, 9]",True
7079572112,"['Gyrocopter', 'Bounty Hunter', 'Windranger', 'Muerta', 'Outworld Destroyer']","['Dark Willow', 'Omniknight', 'Slark', 'Viper', 'Tiny']","[1, 3, 5, 7, 9]","[2, 4, 6, 8, 10]",True
7079568909,"['Tinker', 'Mirana', 'Sand King', 'Clockwerk', 'Drow Ranger']","['Disruptor', 'Hoodwink', 'Bounty Hunter', 'Pangolier', 'Arc Warden']","[1, 3, 6, 7, 9]","[0, 2, 4, 5, 8]",False
7079557618,"['Undying', 'Earthshaker', 'Snapfire', 'Drow Ranger', 'Ember Spirit']","['Rubick', 'Crystal Maiden', 'Tusk', 'Morphling', ""Nature's Prophet""]","[2, 3, 4, 5, 9]","[0, 1, 6, 7, 8]",False
7079551206,"['Rubick', 'Bounty Hunter', 'Abaddon', 'Doom', 'Death Prophet']","['Jakiro', 'Oracle', 'Shadow Fiend', 'Beastmaster', 'Slark']","[0, 3, 5, 7, 8]","[1, 2, 4, 6, 9]",False
7079523409,"['Tiny', 'Mirana', 'Leshrac', 'Weaver', 'Slark']","['Muerta', 'Dark Willow', 'Sand King', 'Shadow Fiend', 'Drow Ranger']","[1, 3, 4, 5, 9]","[0, 2, 6, 7, 8]",True
7079505914,"['Rubick', 'Earthshaker', 'Death Prophet', ""Nature's Prophet"", 'Batrider']","['Disruptor', 'Io', 'Mars', 'Drow Ranger', 'Sniper']","[1, 3, 5, 7, 8]","[0, 2, 4, 6, 9]",True
7079490818,"['Witch Doctor', 'Tiny', 'Outworld Destroyer', 'Gyrocopter', 'Phantom Assassin']","['Muerta', 'Abaddon', ""Nature's Prophet"", 'Tusk', 'Puck']","[2, 3, 6, 7, 8]","[0, 1, 4, 5, 9]",False
7079484911,"['Muerta', 'Mirana', 'Mars', 'Rubick', 'Queen of Pain']","['Doom', 'Pudge', 'Storm Spirit', 'Bounty Hunter', 'Ursa']","[0, 2, 5, 6, 8]","[1, 3, 4, 7, 9]",True
7079469701,"['Primal Beast', 'Earthshaker', 'Viper', 'Drow Ranger', 'Batrider']","['Death Prophet', 'Windranger', 'Tiny', 'Witch Doctor', 'Marci']","[3, 4, 7, 8, 10]","[1, 2, 5, 6, 9]",False
7079454901,"['Crystal Maiden', 'Gyrocopter', 'Muerta', 'Primal Beast', 'Death Prophet']","[""Nature's Prophet"", 'Dazzle', 'Broodmother', 'Tusk', 'Tinker']","[0, 2, 4, 5, 8]","[1, 3, 6, 7, 9]",True
7079452713,"['Gyrocopter', 'Tiny', 'Snapfire', 'Crystal Maiden', 'Queen of Pain']","['Muerta', 'Clockwerk', 'Death Prophet', 'Primal Beast', 'Batrider']","[1, 3, 4, 7, 8]","[0, 2, 5, 6, 9]",False
7079437804,"['Skywrath Mage', 'Death Prophet', 'Morphling', 'Windranger', 'Pangolier']","['Undying', 'Snapfire', 'Drow Ranger', 'Sand King', 'Leshrac']","[2, 3, 4, 7, 9]","[0, 1, 5, 6, 8]",True
7079431500,"['Clockwerk', 'Alchemist', 'Drow Ranger', 'Lone Druid', 'Doom']","['Undying', 'Warlock', 'Marci', 'Underlord', 'Muerta']","[2, 3, 6, 7, 9]","[0, 1, 4, 5, 8]",True
7079430312,"['Tusk', 'Jakiro', 'Alchemist', 'Viper', 'Storm Spirit']","['Primal Beast', 'Muerta', 'Timbersaw', 'Slark', 'Zeus']","[0, 3, 4, 6, 9]","[1, 2, 5, 7, 10]",True
7079412014,"['Enchantress', 'Snapfire', 'Magnus', 'Ember Spirit', 'Anti-Mage']","['Undying', 'Pudge', 'Tusk', 'Morphling', 'Death Prophet']","[0, 3, 4, 6, 8]","[1, 2, 5, 7, 9]",True
7079408410,"['Dawnbreaker', 'Lion', 'Juggernaut', 'Pudge', 'Witch Doctor']","['Timbersaw', 'Crystal Maiden', 'Muerta', ""Nature's Prophet"", 'Slark']","[2, 3, 4, 7, 9]","[0, 1, 5, 6, 8]",True
7079402402,"['Windranger', 'Nyx Assassin', 'Lone Druid', 'Death Prophet', 'Doom']","['Mirana', 'Undying', 'Tiny', 'Enigma', 'Sniper']","[0, 3, 4, 7, 9]","[1, 2, 5, 8, 10]",False
7079401006,"['Muerta', 'Lich', 'Earth Spirit', 'Morphling', 'Huskar']","['Mirana', 'Dazzle', 'Drow Ranger', 'Lycan', 'Phoenix']","[0, 3, 4, 5, 9]","[1, 2, 6, 7, 8]",False
7079357902,"['Mars', 'Crystal Maiden', 'Muerta', 'Outworld Destroyer', 'Puck']","['Tusk', 'Mirana', 'Vengeful Spirit', 'Juggernaut', 'Templar Assassin']","[0, 1, 4, 5, 8]","[2, 3, 6, 7, 9]",False
7079348218,"['Keeper of the Light', 'Snapfire', 'Timbersaw', 'Tiny', 'Zeus']","['Jakiro', 'Hoodwink', 'Morphling', 'Tidehunter', 'Arc Warden']","[1, 2, 5, 7, 9]","[0, 3, 4, 6, 8]",True
7079344618,"['Venomancer', 'Clockwerk', 'Witch Doctor', 'Clinkz', 'Timbersaw']","['Weaver', 'Rubick', 'Magnus', 'Queen of Pain', 'Abaddon']","[1, 2, 4, 5, 9]","[0, 3, 6, 7, 8]",True
7079344114,"['Elder Titan', 'Riki', 'Primal Beast', ""Nature's Prophet"", 'Ursa']","['Io', 'Rubick', 'Centaur Warrunner', 'Muerta', 'Templar Assassin']","[2, 3, 5, 7, 10]","[0, 4, 6, 8, 9]",False
7079338815,"['Crystal Maiden', 'Primal Beast', 'Sniper', 'Bloodseeker', 'Viper']","['Disruptor', ""Nature's Prophet"", 'Slark', 'Earth Spirit', 'Dawnbreaker']","[1, 3, 6, 7, 9]","[0, 2, 5, 8, 10]",False
7079331003,"['Gyrocopter', 'Skywrath Mage', 'Anti-Mage', 'Slark', 'Ember Spirit']","['Dazzle', 'Magnus', 'Juggernaut', 'Muerta', 'Enchantress']","[0, 3, 4, 5, 8]","[1, 2, 6, 7, 9]",True
7079320817,"['Sand King', 'Pudge', 'Hoodwink', 'Doom', 'Faceless Void']","['Ogre Magi', 'Anti-Mage', 'Spirit Breaker', 'Ember Spirit']","[0, 1, 3, 5, 8]","[2, 4, 6, 7]",True
7079301502,"['Grimstroke', 'Io', 'Witch Doctor', 'Tusk', 'Phantom Assassin']","['Kunkka', 'Dazzle', 'Slark', 'Magnus', 'Zeus']","[0, 3, 5, 7, 9]","[1, 2, 4, 6, 8]",False
7079296618,"['Enchantress', 'Rubick', 'Witch Doctor', 'Shadow Fiend', 'Pangolier']","['Jakiro', 'Death Prophet', 'Anti-Mage', 'Tiny', 'Mars']","[0, 2, 4, 7, 9]","[1, 3, 5, 6, 8]",False
7079274704,"['Elder Titan', 'Spirit Breaker', 'Muerta', 'Anti-Mage', 'Vengeful Spirit']","['Witch Doctor', 'Slardar', 'Sand King', 'Windranger']","[0, 1, 3, 6, 8]","[2, 4, 5, 7]",True
7079237200,"['Winter Wyvern', 'Ember Spirit', 'Lich', 'Tusk', 'Anti-Mage']","['Disruptor', 'Skywrath Mage', 'Primal Beast', 'Muerta', 'Morphling']","[0, 1, 5, 6, 8]","[2, 3, 4, 7, 9]",True
7079230817,"['Jakiro', 'Sniper', 'Ogre Magi', 'Centaur Warrunner', 'Phantom Assassin']","['Tiny', 'Snapfire', 'Viper', 'Invoker']","[0, 2, 3, 5, 8]","[1, 4, 6, 7]",False
7079189106,"['Techies', 'Kunkka', 'Sniper', 'Tidehunter', 'Storm Spirit']","['Earth Spirit', 'Terrorblade', 'Shadow Demon', 'Dark Seer', 'Leshrac']","[0, 3, 6, 8, 9]","[2, 4, 5, 7, 10]",True
7079146209,"['Primal Beast', 'Shadow Fiend', 'Ember Spirit', 'Crystal Maiden', 'Anti-Mage']","['Skywrath Mage', 'Bristleback', 'Undying', 'Phantom Assassin', 'Huskar']","[0, 3, 6, 7, 9]","[1, 2, 4, 5, 8]",True
7079133902,"['Jakiro', 'Riki', ""Nature's Prophet"", 'Outworld Destroyer', 'Ursa']","['Primal Beast', 'Anti-Mage', 'Drow Ranger', 'Leshrac', 'Mirana']","[1, 3, 4, 6, 9]","[0, 2, 5, 7, 8]",True
7079133805,"['Morphling', 'Hoodwink', 'Monkey King', 'Storm Spirit', 'Lina']","['Disruptor', 'Earthshaker', 'Rubick', 'Drow Ranger', 'Pangolier']","[0, 2, 5, 7, 10]","[1, 3, 4, 6, 9]",False
7079117905,"['Rubick', 'Gyrocopter', 'Legion Commander', 'Tinker', 'Pudge']","['Hoodwink', 'Muerta', 'Spirit Breaker', 'Tusk', 'Ursa']","[2, 3, 5, 6, 8]","[0, 1, 4, 7, 9]",True
7079113401,"['Mars', 'Silencer', 'Spectre', 'Shadow Demon', 'Batrider']","['Muerta', 'Rubick', 'Marci', 'Tiny', 'Leshrac']","[2, 3, 6, 7, 9]","[0, 1, 4, 8, 10]",False
7079073102,"['Shadow Fiend', 'Hoodwink', 'Tidehunter', 'Spirit Breaker', 'Huskar']","['Rubick', 'Lich', 'Faceless Void', 'Legion Commander', 'Storm Spirit']","[1, 2, 5, 7, 9]","[0, 3, 4, 6, 8]",True
7079073010,"['Lion', 'Primal Beast', 'Doom', 'Lone Druid', 'Leshrac']","['Rubick', 'Earth Spirit', 'Terrorblade', 'Beastmaster', 'Pangolier']","[0, 3, 4, 7, 9]","[1, 2, 5, 6, 8]",True
7079050719,"['Pugna', 'Mirana', 'Morphling', 'Tidehunter', 'Dragon Knight']","['Gyrocopter', 'Io', 'Axe', 'Luna', 'Puck']","[1, 3, 4, 7, 9]","[0, 2, 5, 6, 8]",False
7079037812,"['Muerta', 'Disruptor', 'Night Stalker', 'Rubick', 'Marci']","['Undying', 'Enchantress', 'Drow Ranger', 'Ember Spirit', 'Broodmother']","[0, 3, 6, 7, 9]","[1, 2, 4, 5, 8]",True
7079015014,"['Winter Wyvern', 'Timbersaw', 'Dazzle', 'Clinkz', 'Monkey King']","['Witch Doctor', 'Axe', 'Silencer', 'Shadow Fiend', 'Bloodseeker']","[2, 3, 5, 7, 8]","[0, 1, 4, 6, 9]",False
7078981203,"['Primal Beast', 'Dazzle', 'Snapfire', 'Keeper of the Light', 'Naga Siren']","['Muerta', 'Rubick', 'Hoodwink', 'Broodmother', 'Void Spirit']","[1, 3, 4, 5, 8]","[0, 2, 6, 7, 9]",False
7078919317,"['Crystal Maiden', 'Hoodwink', 'Storm Spirit', 'Keeper of the Light', 'Anti-Mage']","['Ember Spirit', 'Enchantress', ""Nature's Prophet"", 'Silencer', 'Pangolier']","[0, 1, 4, 7, 9]","[2, 3, 5, 6, 8]",True
7078892902,"['Mirana', 'Undying', 'Sand King', 'Anti-Mage', 'Ember Spirit']","['Muerta', 'Rubick', 'Treant Protector', 'Tusk', 'Riki']","[1, 2, 4, 6, 8]","[0, 3, 5, 7, 9]",False
7078891519,"['Tiny', 'Lich', 'Naga Siren', 'Lycan', 'Ember Spirit']","['Phoenix', 'Sven', 'Razor', 'Io', 'Primal Beast']","[2, 4, 5, 8, 9]","[0, 3, 6, 7, 10]",True
7078884815,"['Undying', 'Bounty Hunter', 'Windranger', 'Batrider', 'Lina']","['Disruptor', ""Nature's Prophet"", 'Timbersaw', 'Lich', 'Meepo']","[0, 2, 6, 7, 8]","[1, 3, 4, 5, 9]",False
7078866718,"['Chen', 'Skywrath Mage', 'Marci', 'Faceless Void', 'Leshrac']","['Dark Willow', 'Disruptor', 'Clinkz', 'Dawnbreaker', 'Puck']","[2, 3, 6, 7, 10]","[0, 1, 5, 8, 9]",False
7078856713,"['Gyrocopter', 'Omniknight', 'Dragon Knight', 'Templar Assassin', 'Tusk']","['Techies', 'Enchantress', 'Primal Beast', 'Luna', 'Death Prophet']","[1, 2, 6, 7, 10]","[0, 3, 5, 8, 9]",True
7078836904,"['Elder Titan', 'Tusk', 'Templar Assassin', ""Nature's Prophet"", 'Batrider']","['Disruptor', 'Muerta', 'Bounty Hunter', 'Primal Beast', 'Naga Siren']","[0, 3, 6, 7, 8]","[1, 2, 4, 5, 9]",True
7078834306,"['Mirana', 'Tiny', 'Ursa', 'Enigma', 'Necrophos']","['Disruptor', 'Techies', 'Alchemist', 'Tidehunter', 'Pangolier']","[0, 2, 5, 7, 9]","[1, 3, 4, 6, 8]",False
7078830409,"['Treant Protector', 'Muerta', 'Visage', 'Monkey King', 'Hoodwink']","['Lion', ""Nature's Prophet"", 'Spectre', 'Disruptor', 'Enigma']","[0, 2, 5, 7, 8]","[1, 3, 4, 6, 9]",False
7078826200,"['Snapfire', 'Marci', 'Disruptor', 'Clockwerk', 'Ursa']","['Earthshaker', 'Ancient Apparition', 'Slark', 'Mars', 'Ember Spirit']","[0, 1, 6, 7, 9]","[2, 3, 4, 5, 8]",True
7078821417,"['Mirana', 'Disruptor', 'Morphling', 'Mars', 'Pangolier']","['Rubick', 'Phoenix', 'Drow Ranger', 'Night Stalker', 'Death Prophet']","[1, 2, 4, 7, 8]","[0, 3, 5, 6, 9]",False
7078817803,"['Earthshaker', 'Bounty Hunter', ""Nature's Prophet"", 'Spirit Breaker', 'Lone Druid']","['Warlock', 'Tiny', 'Faceless Void', 'Silencer', 'Storm Spirit']","[2, 3, 6, 7, 9]","[0, 1, 4, 5, 8]",False
7078816803,"['Enchantress', 'Clockwerk', 'Mars', 'Slark', 'Storm Spirit']","['Monkey King', 'Silencer', 'Batrider', 'Spectre', 'Leshrac']","[0, 3, 5, 7, 9]","[1, 2, 4, 6, 8]",True
7078801409,"['Treant Protector', 'Io', 'Invoker', 'Mars', 'Ursa']","['Monkey King', 'Hoodwink', 'Naga Siren', 'Dawnbreaker', 'Clinkz']","[1, 2, 5, 6, 9]","[0, 3, 4, 7, 8]",False
7078772718,"['Hoodwink', 'Lion', 'Monkey King', 'Batrider', 'Storm Spirit']","['Muerta', 'Ogre Magi', 'Rubick', 'Beastmaster', 'Slark']","[2, 3, 4, 6, 8]","[0, 1, 5, 7, 9]",True
7078759607,"['Disruptor', 'Clockwerk', 'Visage', 'Death Prophet', 'Spectre']","['Muerta', 'Rubick', 'Outworld Destroyer', 'Vengeful Spirit', 'Broodmother']","[0, 2, 4, 5, 9]","[1, 3, 6, 7, 8]",True
7078748010,"['Doom', 'Witch Doctor', 'Ursa', 'Timbersaw', 'Puck']","['Lion', 'Pudge', 'Naga Siren', 'Queen of Pain', 'Viper']","[0, 1, 4, 5, 9]","[2, 3, 6, 7, 8]",False
7078721204,"['Rubick', ""Nature's Prophet"", 'Monkey King', 'Earth Spirit', 'Storm Spirit']","['Clockwerk', 'Lich', 'Keeper of the Light', 'Muerta', 'Ember Spirit']","[0, 1, 5, 6, 8]","[2, 3, 4, 7, 9]",False
7078714803,"['Earthshaker', 'Silencer', 'Enchantress', 'Phantom Assassin', 'Huskar']","['Riki', 'Rubick', 'Lycan', 'Grimstroke', 'Templar Assassin']","[1, 3, 4, 5, 8]","[0, 2, 6, 7, 9]",False
7078641311,"['Enchantress', 'Dazzle', 'Brewmaster', 'Arc Warden', 'Slark']","['Pugna', 'Witch Doctor', 'Tiny', 'Juggernaut', 'Invoker']","[1, 2, 6, 7, 9]","[3, 4, 5, 8, 10]",True
7078609009,"['Muerta', 'Clockwerk', 'Storm Spirit', 'Techies', 'Night Stalker']","['Undying', 'Windranger', 'Beastmaster', 'Puck', 'Anti-Mage']","[1, 2, 4, 6, 9]","[0, 3, 5, 7, 8]",True
7078605209,"['Jakiro', 'Enchantress', 'Beastmaster', 'Anti-Mage', 'Meepo']","['Mirana', 'Clockwerk', 'Doom', 'Sven', 'Pangolier']","[1, 3, 4, 5, 8]","[0, 2, 6, 7, 9]",True
7078558408,"[""Nature's Prophet"", 'Spirit Breaker', 'Rubick', 'Morphling', 'Shadow Fiend']","['Spectre', 'Zeus', 'Necrophos', 'Storm Spirit', 'Batrider']","[1, 2, 5, 7, 9]","[0, 3, 4, 6, 8]",True
7078529012,"['Enchantress', 'Warlock', 'Earthshaker', 'Storm Spirit', 'Phantom Assassin']","['Abaddon', 'Keeper of the Light', 'Crystal Maiden', 'Drow Ranger', 'Huskar']","[2, 3, 6, 7, 9]","[0, 1, 4, 5, 8]",True
7078528311,"['Muerta', 'Queen of Pain', 'Rubick', 'Earth Spirit', 'Monkey King']","['Clockwerk', 'Mirana', 'Legion Commander', ""Nature's Prophet"", 'Dragon Knight']","[0, 3, 6, 7, 8]","[1, 2, 4, 5, 9]",True
7078485610,"['Monkey King', 'Muerta', 'Morphling', 'Dawnbreaker', 'Storm Spirit']","['Phoenix', 'Clockwerk', 'Mars', 'Broodmother', 'Anti-Mage']","[0, 2, 6, 7, 8]","[1, 3, 4, 5, 9]",True
7078459009,"['Storm Spirit', 'Doom', 'Silencer', 'Vengeful Spirit', 'Ursa']","['Winter Wyvern', 'Rubick', 'Axe', 'Puck', 'Monkey King']","[2, 3, 6, 7, 9]","[0, 1, 4, 5, 8]",True
7078443100,"['Rubick', 'Ursa', 'Outworld Destroyer', 'Night Stalker', 'Muerta']","['Brewmaster', 'Keeper of the Light', 'Pudge', 'Shadow Fiend', 'Arc Warden']","[2, 3, 5, 7, 9]","[0, 1, 4, 6, 8]",True
7078437816,"['Slark', 'Undying', 'Leshrac', 'Pangolier', 'Marci']","['Muerta', 'Pudge', 'Outworld Destroyer', 'Earth Spirit', 'Invoker']","[0, 3, 6, 7, 8]","[1, 2, 4, 5, 9]",False
7078435016,"['Pudge', 'Invoker', 'Jakiro', 'Death Prophet', 'Slark']","['Witch Doctor', 'Hoodwink', 'Sniper', 'Abaddon', 'Pangolier']","[1, 3, 5, 6, 9]","[0, 2, 4, 7, 8]",True
7078388601,"['Muerta', 'Tinker', 'Windranger', 'Lifestealer', 'Shadow Fiend']","['Snapfire', 'Drow Ranger', 'Dawnbreaker', 'Zeus']","[0, 2, 5, 7, 10]","[1, 3, 4, 6]",True
7078371903,"['Jakiro', 'Omniknight', 'Invoker', 'Legion Commander', 'Lifestealer']","['Hoodwink', 'Weaver', 'Doom', 'Lich', ""Nature's Prophet""]","[1, 2, 4, 5, 8]","[0, 3, 6, 7, 9]",True
7078370903,"['Mirana', 'Templar Assassin', 'Marci', 'Viper']","['Earthshaker', 'Timbersaw', 'Batrider', 'Sven', 'Dark Willow']","[2, 3, 6, 8]","[0, 1, 4, 5, 7]",True
7078352119,"['Faceless Void', 'Silencer', 'Queen of Pain', 'Batrider', 'Tiny']","['Muerta', 'Doom', 'Enchantress', 'Void Spirit']","[1, 2, 5, 6, 8]","[0, 3, 4, 7]",True
7078350707,"['Muerta', 'Bane', 'Ursa', 'Pangolier', 'Batrider']","['Undying', 'Grimstroke', 'Zeus', 'Dragon Knight', 'Faceless Void']","[1, 2, 4, 5, 8]","[0, 3, 6, 7, 9]",False
7078349917,"['Timbersaw', 'Lich', 'Earthshaker', 'Templar Assassin', 'Batrider']","['Tiny', 'Monkey King', 'Dragon Knight', 'Silencer', 'Puck']","[0, 1, 6, 7, 8]","[2, 3, 4, 5, 9]",True
7078323105,"['Bounty Hunter', 'Ember Spirit', 'Drow Ranger', 'Jakiro', 'Centaur Warrunner']","['Tiny', 'Lion', 'Anti-Mage', 'Dawnbreaker', 'Weaver']","[1, 2, 4, 5, 8]","[0, 3, 6, 7, 9]",True
7078315007,"['Dark Willow', 'Muerta', 'Primal Beast', 'Crystal Maiden', 'Huskar']","['Riki', 'Enchantress', ""Nature's Prophet"", 'Lion', 'Lone Druid']","[2, 3, 5, 6, 8]","[0, 1, 4, 7, 9]",True
7078299613,"['Mirana', 'Bounty Hunter', 'Death Prophet', 'Snapfire', 'Lycan']","['Disruptor', 'Tiny', 'Invoker', 'Primal Beast', 'Terrorblade']","[1, 2, 5, 7, 9]","[0, 3, 4, 6, 8]",False
7078296715,"['Omniknight', 'Rubick', 'Muerta', 'Legion Commander', 'Invoker']","[""Nature's Prophet"", 'Clockwerk', 'Death Prophet', 'Shadow Demon', 'Lycan']","[0, 2, 4, 6, 9]","[1, 3, 5, 7, 8]",True
7078255307,"['Io', 'Techies', 'Outworld Destroyer', 'Dragon Knight', 'Sven']","['Disruptor', 'Omniknight', 'Enigma', 'Abaddon', 'Zeus']","[0, 3, 6, 7, 9]","[1, 2, 4, 5, 8]",False
7078226508,"['Mirana', 'Monkey King', 'Death Prophet', 'Lone Druid', 'Puck']","['Ursa', 'Pugna', 'Elder Titan', 'Terrorblade', 'Skywrath Mage']","[0, 2, 4, 7, 8]","[1, 3, 5, 6, 9]",True
7078210305,"['Techies', 'Jakiro', 'Puck', 'Tusk', 'Phantom Assassin']","['Crystal Maiden', 'Queen of Pain', 'Rubick', 'Anti-Mage', 'Doom']","[0, 1, 5, 7, 9]","[2, 3, 4, 6, 8]",False
7078196711,"['Tiny', 'Rubick', 'Spirit Breaker', 'Faceless Void', 'Zeus']","['Muerta', 'Monkey King', 'Naga Siren', 'Puck']","[1, 2, 5, 6, 8]","[0, 3, 4, 7]",False
7078195504,"['Silencer', 'Legion Commander', 'Ogre Magi', 'Clockwerk', 'Spirit Breaker']","['Pudge', 'Ancient Apparition', 'Juggernaut', 'Shadow Fiend']","[1, 3, 4, 5, 8]","[0, 2, 6, 7]",False
7078165017,"['Snapfire', 'Dark Willow', 'Elder Titan', 'Lina', 'Templar Assassin']","['Hoodwink', 'Crystal Maiden', 'Pangolier', 'Tusk', 'Ursa']","[0, 2, 4, 7, 10]","[1, 3, 6, 8, 9]",False
7078137814,"['Shadow Shaman', 'Dragon Knight', 'Lifestealer', 'Dark Willow', 'Axe']","['Centaur Warrunner', 'Ogre Magi', 'Keeper of the Light', 'Phantom Assassin', 'Zeus']","[0, 3, 4, 7, 8]","[1, 2, 5, 6, 9]",False
7078135918,"['Muerta', 'Treant Protector', 'Drow Ranger', 'Rubick', 'Sniper']","['Bounty Hunter', 'Earthshaker', 'Death Prophet', 'Outworld Destroyer', 'Slark']","[0, 2, 4, 6, 9]","[1, 3, 5, 7, 8]",False
7078046815,"['Snapfire', 'Doom', 'Lion', 'Alchemist']","['Muerta', 'Techies', 'Sven', ""Nature's Prophet"", 'Batrider']","[2, 3, 6, 7]","[0, 1, 4, 5, 8]",False
7078013708,"['Juggernaut', 'Shadow Fiend', 'Mirana', 'Spirit Breaker', 'Axe']","['Muerta', 'Enchantress', 'Faceless Void', 'Skywrath Mage', 'Necrophos']","[1, 2, 4, 6, 9]","[0, 3, 5, 7, 8]",True
7077987119,"['Muerta', 'Io', 'Spectre', 'Tusk', 'Dawnbreaker']","['Disruptor', 'Lion', 'Clinkz', 'Timbersaw', 'Primal Beast']","[1, 2, 4, 7, 9]","[0, 3, 5, 6, 8]",True
7077937703,"['Pudge', 'Io', 'Hoodwink', 'Chaos Knight', 'Pugna']","['Morphling', 'Bounty Hunter', 'Timbersaw', 'Tiny']","[1, 2, 5, 6, 8]","[0, 3, 4, 7]",False
7077889202,"['Rubick', 'Snapfire', 'Magnus', 'Luna', 'Keeper of the Light']","['Pudge', 'Disruptor', 'Death Prophet', ""Nature's Prophet"", 'Pangolier']","[2, 3, 5, 7, 9]","[0, 1, 4, 6, 8]",False
7077885616,"['Tiny', 'Silencer', 'Muerta', 'Undying', 'Puck']","['Lion', 'Earthshaker', 'Marci', 'Spectre', 'Storm Spirit']","[2, 4, 6, 8, 10]","[0, 5, 7, 9, 11]",True
7077879804,"['Treant Protector', ""Nature's Prophet"", 'Beastmaster', 'Clockwerk', 'Storm Spirit']","['Undying', 'Hoodwink', 'Queen of Pain', 'Monkey King', 'Ember Spirit']","[0, 3, 4, 7, 9]","[1, 2, 5, 6, 8]",True
7077840211,"['Tiny', 'Silencer', ""Nature's Prophet"", 'Queen of Pain', 'Morphling']","['Alchemist', 'Spirit Breaker', 'Luna', 'Kunkka']","[1, 2, 4, 5, 8]","[3, 6, 7, 9]",False
7077829403,"['Rubick', 'Ember Spirit', 'Gyrocopter', 'Night Stalker', 'Drow Ranger']","['Hoodwink', 'Earthshaker', 'Slark', 'Death Prophet', 'Shadow Fiend']","[1, 2, 5, 6, 9]","[0, 3, 4, 7, 8]",True
7077828604,"['Earthshaker', 'Dark Seer', 'Juggernaut', 'Windranger', 'Necrophos']","['Nyx Assassin', 'Dazzle', 'Dawnbreaker', 'Clinkz', 'Kunkka']","[0, 2, 4, 5, 9]","[1, 3, 6, 7, 8]",True
7077801615,"['Muerta', 'Marci', 'Monkey King', 'Tiny', 'Leshrac']","['Dawnbreaker', 'Mirana', 'Dark Willow', 'Slark', 'Queen of Pain']","[0, 3, 4, 7, 8]","[1, 2, 5, 6, 9]",False
7077797105,"['Lion', 'Rubick', 'Lifestealer', 'Doom', 'Puck']","['Pudge', 'Ancient Apparition', 'Muerta', 'Disruptor', 'Ursa']","[0, 1, 4, 5, 8]","[2, 3, 6, 7, 9]",False
7077792403,"['Clockwerk', 'Enchantress', 'Spectre', 'Enigma', 'Ember Spirit']","['Riki', 'Zeus', ""Nature's Prophet"", 'Sand King', 'Storm Spirit']","[2, 3, 6, 8, 10]","[1, 4, 5, 7, 9]",True
7077775216,"['Undying', 'Mirana', 'Batrider', ""Nature's Prophet"", 'Puck']","['Tiny', 'Disruptor', 'Drow Ranger', 'Weaver', 'Queen of Pain']","[0, 1, 4, 9, 11]","[2, 3, 7, 8, 10]",True
7077765512,"['Tusk', 'Rubick', ""Nature's Prophet"", 'Timbersaw', 'Puck']","['Earthshaker', 'Phoenix', 'Anti-Mage', 'Monkey King', 'Doom']","[0, 2, 4, 6, 8]","[1, 3, 5, 7, 9]",False
7077763907,"['Muerta', 'Snapfire', 'Magnus', 'Disruptor', 'Naga Siren']","['Enchantress', 'Dark Willow', 'Beastmaster', 'Void Spirit', 'Monkey King']","[0, 1, 5, 7, 8]","[2, 3, 4, 6, 9]",True
7077762318,"['Spectre', 'Templar Assassin', 'Silencer', 'Snapfire', 'Doom']","['Gyrocopter', 'Riki', 'Huskar', 'Clockwerk', 'Viper']","[0, 2, 6, 7, 9]","[1, 3, 4, 5, 8]",False
7077738905,"['Warlock', 'Bounty Hunter', 'Outworld Destroyer', 'Anti-Mage', 'Tinker']","['Crystal Maiden', 'Magnus', 'Spirit Breaker', 'Muerta', 'Phantom Assassin']","[0, 2, 5, 6, 9]","[3, 4, 7, 8, 10]",False
7077709300,"['Techies', 'Undying', 'Sniper', 'Tiny', 'Storm Spirit']","['Monkey King', 'Rubick', 'Pudge', 'Pangolier', 'Ursa']","[2, 3, 6, 7, 8]","[0, 1, 4, 5, 9]",True
7077657614,"['Enchantress', 'Marci', 'Tidehunter', 'Naga Siren', 'Ember Spirit']","['Treant Protector', 'Mirana', 'Phantom Lancer', 'Muerta', 'Leshrac']","[2, 3, 6, 8, 9]","[0, 1, 5, 7, 10]",False
7077655115,"['Witch Doctor', 'Monkey King', 'Primal Beast', 'Ursa', 'Tinker']","['Omniknight', 'Tusk', 'Outworld Destroyer', 'Wraith King', 'Queen of Pain']","[0, 2, 5, 7, 8]","[1, 3, 4, 6, 9]",False
7077639409,"['Rubick', 'Jakiro', 'Naga Siren', 'Riki', 'Primal Beast']","['Phoenix', 'Tiny', 'Zeus', ""Nature's Prophet"", 'Faceless Void']","[0, 2, 6, 7, 9]","[1, 3, 5, 8, 10]",False
7077634702,"['Ogre Magi', 'Muerta', 'Pugna', 'Sniper', 'Puck']","['Lina', 'Oracle', 'Invoker', 'Legion Commander', 'Phantom Assassin']","[0, 1, 4, 7, 9]","[2, 3, 5, 6, 8]",True
